1;134;91;31
1;57;153;172
1;12;85;42
1;95;24;6
1;121;38;52
2;156;24;74
2;98;124;162
2;80;86;184
2;135;107;135
2;134;74;116
3;1;185;68
3;55;163;32
3;33;3;32
3;37;98;75
3;2;163;21
4;135;10;54
4;62;44;161
4;17;142;192
4;147;83;181
4;85;65;115
5;24;78;18
5;8;25;106
5;124;192;161
5;23;151;157
5;109;158;106
6;66;171;86
6;122;23;110
6;89;174;163
6;29;154;168
6;14;46;75
7;108;104;105
7;70;145;82
7;41;132;133
7;21;31;63
7;115;68;124
8;12;50;16
8;75;30;180
8;156;24;39
8;140;94;147
8;27;137;80
9;25;10;123
9;32;4;100
9;116;139;153
9;96;142;190
9;7;47;123
10;12;72;104
10;57;37;143
10;114;43;7
10;64;85;1
10;83;128;56
11;20;178;123
11;116;180;48
11;60;171;59
11;77;74;78
11;91;124;156
12;43;18;176
12;106;184;178
12;57;185;102
12;123;110;149
12;56;60;129
13;2;71;169
13;6;31;182
13;154;140;107
13;97;89;136
13;114;87;92
14;140;111;163
14;68;186;166
14;77;195;24
14;155;138;116
14;61;45;177
15;143;1;129
15;11;87;85
15;76;185;189
15;129;28;50
15;67;86;186
16;53;5;22
16;128;199;4
16;76;157;61
16;79;75;113
16;93;27;29
17;118;129;67
17;61;181;91
17;123;14;177
17;62;1;125
17;15;176;58
18;92;79;115
18;148;2;56
18;24;104;167
18;49;63;92
18;157;148;37
19;64;50;45
19;3;155;88
19;105;196;166
19;104;92;137
19;17;166;190
20;122;178;28
20;1;31;158
20;132;39;124
20;97;179;195
20;51;1;10
21;23;194;24
21;137;47;70
21;104;128;121
21;51;3;184
21;56;127;131
22;15;96;183
22;26;125;64
22;135;108;73
22;99;61;21
22;8;147;138
23;4;40;3
23;122;125;192
23;73;161;144
23;48;156;14
23;63;63;172
24;141;133;133
24;121;106;137
24;27;124;164
24;5;178;25
24;114;187;190
25;103;47;29
25;81;80;8
25;115;171;132
25;97;125;172
25;94;153;174
26;151;59;6
26;27;148;21
26;83;15;181
26;138;98;54
26;133;115;79
27;58;184;103
27;90;103;162
27;117;118;112
27;30;14;98
27;113;29;52
28;134;176;162
28;93;65;119
28;96;67;66
28;109;168;49
28;63;179;31
29;135;36;147
29;21;179;5
29;50;176;106
29;49;78;52
29;83;93;198
30;24;171;197
30;103;20;161
30;102;29;79
30;74;74;138
30;116;111;171
31;21;62;79
31;12;189;32
31;130;155;115
31;10;19;88
31;6;64;97
32;89;106;161
32;83;62;22
32;24;73;20
32;107;9;8
32;29;132;188
33;21;61;70
33;149;119;116
33;15;34;129
33;55;166;50
33;144;58;166
34;35;134;108
34;5;37;140
34;39;170;164
34;85;174;137
34;62;29;196
35;118;184;186
35;44;127;193
35;48;84;60
35;156;53;126
35;30;42;26
36;119;111;182
36;23;49;139
36;149;5;3
36;56;26;168
36;90;113;180
37;37;147;137
37;114;84;101
37;35;29;62
37;91;77;109
37;101;16;56
38;25;21;71
38;143;58;11
38;37;163;178
38;123;61;186
38;2;66;92
39;43;102;87
39;119;117;78
39;65;140;36
39;143;84;122
39;33;109;17
40;102;28;169
40;90;135;21
40;108;146;83
40;156;70;196
40;104;89;45
41;99;80;51
41;26;124;73
41;146;22;114
41;76;28;29
41;58;23;40
42;82;56;61
42;45;146;35
42;8;56;85
42;35;75;184
42;28;188;121
43;138;149;35
43;57;131;45
43;115;186;18
43;133;18;161
43;79;34;149
44;130;105;77
44;32;88;105
44;135;166;153
44;88;46;84
44;46;12;6
45;63;84;159
45;47;85;39
45;91;7;169
45;72;80;26
45;81;151;42
46;110;63;55
46;49;177;182
46;42;30;119
46;77;133;49
46;141;189;4
47;110;47;24
47;74;136;43
47;21;177;137
47;44;113;163
47;154;62;148
48;24;188;126
48;143;175;155
48;41;190;98
48;23;31;77
48;36;26;15
49;112;108;154
49;135;175;43
49;32;18;149
49;119;92;85
49;66;134;43
50;68;195;6
50;64;152;121
50;39;47;196
50;48;135;28
50;91;145;185
51;99;50;84
51;147;166;183
51;158;30;133
51;16;95;173
51;151;148;166
52;58;167;3
52;77;110;168
52;62;29;25
52;151;172;196
52;76;121;89
53;49;139;93
53;107;103;194
53;153;84;141
53;26;21;160
53;19;153;62
54;106;41;94
54;134;120;49
54;89;195;110
54;1;95;166
54;83;103;87
55;94;161;14
55;113;118;27
55;131;3;38
55;154;117;64
55;80;43;192
56;81;50;147
56;122;107;151
56;111;83;29
56;84;107;140
56;134;92;173
57;156;188;166
57;12;17;72
57;124;50;12
57;69;184;68
57;131;69;48
58;42;100;126
58;92;139;74
58;39;150;75
58;135;106;109
58;68;153;27
59;52;148;18
59;54;7;82
59;39;19;18
59;28;91;100
59;152;10;55
60;144;5;184
60;33;64;168
60;1;71;20
60;147;55;159
60;12;165;31
61;150;13;137
61;15;40;166
61;106;152;86
61;134;86;51
61;120;124;171
62;87;152;96
62;64;146;85
62;26;134;75
62;80;192;147
62;157;58;45
63;102;69;69
63;93;157;41
63;10;154;194
63;23;81;27
63;24;126;59
64;20;75;112
64;38;51;11
64;39;91;166
64;130;160;56
64;101;24;48
65;156;30;150
65;144;29;86
65;145;134;132
65;110;124;120
65;96;62;7
66;104;34;109
66;81;39;156
66;89;20;13
66;109;99;3
66;70;6;131
67;33;37;76
67;23;171;43
67;104;103;19
67;19;181;91
67;88;68;16
68;65;30;128
68;91;5;80
68;144;101;32
68;12;34;140
68;56;91;8
69;53;142;196
69;146;78;67
69;115;157;178
69;119;160;121
69;33;179;126
70;48;160;171
70;22;10;173
70;116;72;80
70;80;24;35
70;93;36;196
71;13;178;94
71;25;66;168
71;11;96;135
71;103;36;30
71;87;174;93
72;5;45;71
72;150;74;108
72;114;198;2
72;13;172;130
72;37;160;34
73;86;126;63
73;69;54;47
73;2;33;12
73;89;70;103
73;83;88;26
74;24;107;74
74;96;133;23
74;136;150;122
74;42;179;46
74;53;120;76
75;59;168;45
75;95;45;171
75;6;195;101
75;88;178;100
75;83;78;126
76;123;150;72
76;156;134;26
76;35;113;3
76;93;99;199
76;150;180;3
77;4;182;84
77;124;112;138
77;1;51;84
77;38;48;136
77;59;124;91
78;29;62;92
78;109;88;143
78;19;126;131
78;154;160;191
78;54;40;128
79;102;22;37
79;122;31;157
79;15;5;13
79;142;104;111
79;87;95;53
80;72;72;18
80;23;84;86
80;92;80;61
80;59;22;15
80;103;149;165
81;116;115;85
81;148;113;118
81;154;73;38
81;22;164;60
81;58;60;136
82;21;76;196
82;84;148;28
82;10;106;167
82;13;24;68
82;128;56;66
83;56;72;11
83;128;82;96
83;16;90;165
83;40;141;39
83;150;126;124
84;106;13;10
84;147;113;128
84;116;149;86
84;42;171;99
84;83;13;23
85;157;117;27
85;109;43;117
85;149;167;193
85;132;117;180
85;38;32;131
86;150;26;76
86;88;39;178
86;121;65;163
86;71;190;179
86;125;130;71
87;140;162;80
87;3;92;70
87;36;33;143
87;85;197;137
87;45;94;61
88;45;92;37
88;121;45;106
88;68;131;182
88;25;85;121
88;57;156;17
89;140;60;152
89;152;166;12
89;41;183;134
89;102;121;133
89;17;125;110
90;25;90;51
90;86;182;115
90;155;8;97
90;27;169;168
90;141;102;190
91;142;118;189
91;133;45;154
91;16;151;103
91;154;156;64
91;97;184;78
92;9;119;5
92;148;110;15
92;33;53;93
92;138;103;193
92;4;102;190
93;147;24;164
93;105;78;157
93;139;81;52
93;132;117;34
93;115;120;54
94;71;87;117
94;99;128;105
94;86;97;137
94;137;142;114
94;130;18;163
95;146;173;56
95;46;192;138
95;5;29;65
95;119;142;49
95;96;160;150
96;4;156;73
96;8;20;114
96;25;106;98
96;144;176;123
96;44;26;105
97;70;179;65
97;54;132;173
97;118;63;175
97;25;84;71
97;71;13;35
98;39;29;159
98;144;190;85
98;24;22;107
98;81;125;107
98;10;53;164
99;142;186;20
99;122;147;12
99;125;163;89
99;65;84;137
99;145;99;143
100;115;101;129
100;103;121;59
100;146;198;134
100;137;52;156
100;27;159;79
101;49;98;181
101;140;96;164
101;81;20;3
101;12;107;78
101;2;5;6
102;124;94;167
102;11;123;111
102;43;47;97
102;104;58;80
102;127;124;127
103;3;55;95
103;90;26;98
103;35;123;171
103;120;159;169
103;80;57;199
104;9;2;70
104;46;76;199
104;61;68;4
104;144;103;20
104;109;156;56
105;5;137;170
105;150;121;4
105;149;90;29
105;68;182;90
105;119;95;180
106;95;134;99
106;83;110;14
106;153;89;2
106;134;161;187
106;42;130;34
107;36;3;17
107;90;161;119
107;49;102;168
107;67;133;180
107;15;157;183
108;57;169;123
108;121;120;160
108;124;129;149
108;4;48;122
108;30;192;60
109;9;94;32
109;105;30;97
109;52;97;90
109;17;144;54
109;54;169;76
110;94;135;35
110;22;188;146
110;61;138;163
110;14;46;13
110;13;33;147
111;23;123;110
111;50;143;78
111;122;69;173
111;138;97;102
111;53;88;164
112;64;158;196
112;87;71;25
112;119;189;116
112;129;196;66
112;102;55;93
113;51;53;96
113;16;28;64
113;71;157;52
113;113;17;157
113;70;46;49
114;74;150;42
114;120;112;161
114;85;21;142
114;149;132;192
114;81;14;7
115;99;29;76
115;3;159;156
115;53;75;181
115;20;128;47
115;133;79;194
116;144;91;139
116;121;63;13
116;103;100;32
116;137;90;23
116;100;167;113
117;155;23;53
117;113;25;103
117;125;173;83
117;59;12;96
117;158;111;164
118;135;101;5
118;69;166;106
118;127;177;159
118;79;192;43
118;87;130;138
119;82;154;186
119;119;186;38
119;71;43;40
119;129;129;174
119;78;198;9
120;21;149;107
120;62;21;193
120;27;164;184
120;51;5;81
120;41;107;164
121;129;79;124
121;64;149;55
121;130;117;18
121;136;154;59
121;79;179;19
122;36;174;126
122;10;46;23
122;67;18;62
122;129;163;60
122;4;12;78
123;8;52;82
123;38;27;93
123;110;36;122
123;39;8;188
123;18;135;32
124;26;3;64
124;16;19;92
124;150;24;86
124;135;22;190
124;55;129;137
125;156;63;15
125;10;102;58
125;26;95;63
125;44;198;55
125;139;120;26
126;124;182;87
126;89;99;84
126;53;28;30
126;143;97;52
126;42;175;65
127;36;27;119
127;63;99;89
127;139;158;65
127;73;114;174
127;108;190;8
128;116;131;1
128;51;67;181
128;44;117;60
128;52;185;9
128;33;115;53
129;2;133;85
129;91;29;132
129;112;107;143
129;89;106;179
129;44;150;10
130;19;69;102
130;118;168;24
130;11;39;79
130;55;94;143
130;16;28;121
131;58;149;19
131;50;190;55
131;62;153;72
131;108;102;179
131;150;3;81
132;109;30;199
132;2;181;145
132;35;54;113
132;100;7;129
132;58;2;79
133;127;45;126
133;78;25;150
133;108;168;10
133;72;128;114
133;18;39;178
134;13;84;128
134;81;173;135
134;77;42;88
134;73;101;25
134;33;62;121
135;43;9;184
135;96;162;60
135;82;158;78
135;88;144;179
135;3;65;182
136;32;101;148
136;63;37;77
136;145;100;141
136;94;169;96
136;82;90;61
137;17;52;125
137;18;145;61
137;103;72;111
137;23;66;164
137;124;77;165
138;124;45;111
138;147;23;21
138;39;14;94
138;18;50;186
138;38;87;71
139;45;96;106
139;56;51;102
139;142;162;25
139;111;189;33
139;53;111;62
140;145;162;46
140;83;133;121
140;17;6;70
140;67;141;197
140;106;84;72
141;42;20;98
141;51;119;109
141;117;163;175
141;73;16;180
141;120;76;82
142;54;72;52
142;86;175;175
142;150;6;29
142;91;113;33
142;34;121;115
143;46;123;19
143;109;28;195
143;114;105;69
143;55;102;159
143;156;150;181
144;114;68;178
144;3;44;66
144;112;36;26
144;25;155;195
144;85;190;159
145;35;152;92
145;131;147;94
145;119;122;18
145;72;17;85
145;124;78;74
146;25;37;153
146;2;148;125
146;109;88;74
146;12;179;76
146;16;85;90
147;45;46;182
147;62;182;52
147;87;101;82
147;31;33;52
147;39;177;6
148;48;129;27
148;14;131;64
148;153;67;79
148;32;6;44
148;45;196;14
149;19;154;88
149;81;172;187
149;143;186;105
149;50;9;159
149;88;109;169
150;136;128;106
150;65;121;148
150;64;153;29
150;44;90;159
150;32;181;173
151;67;91;185
151;74;32;120
151;48;59;24
151;157;51;32
151;104;35;111
152;62;128;112
152;135;24;49
152;110;152;184
152;54;41;110
152;40;20;106
153;99;143;21
153;113;107;188
153;140;82;110
153;31;124;147
153;59;74;124
154;90;104;37
154;36;89;171
154;49;182;53
154;144;104;112
154;108;37;154
155;88;64;179
155;12;82;179
155;135;148;30
155;33;75;126
155;148;14;184
156;84;130;72
156;144;188;137
156;85;98;99
156;137;54;108
156;83;95;176
157;125;35;19
157;53;135;36
157;102;43;86
157;74;156;30
157;138;170;53
158;5;82;129
158;81;76;108
158;82;70;12
158;35;48;134
158;20;39;69
159;101;129;106
159;135;75;172
159;153;189;149
159;102;119;85
159;106;138;124
